,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_8,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_8,epoch,start_time,end_time,metric:val_accuracy [0.0; 100.0] (maximize),NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_11,seed,status,config_id
30,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,2940.0,3038.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,30
31,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3038.0,3136.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,31
32,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3136.0,3234.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,32
33,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3234.0,3332.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,33
34,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3332.0,3430.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,34
35,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3430.0,3528.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,35
36,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3528.0,3626.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,36
37,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3626.0,3724.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,37
38,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3724.0,3822.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,38
39,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3822.0,3920.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,39
40,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,3920.0,4018.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,40
41,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4018.0,4116.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,41
42,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4116.0,4214.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,42
43,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4214.0,4312.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,43
44,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4312.0,4410.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,44
45,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4410.0,4508.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,45
46,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4508.0,4606.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,46
47,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4606.0,4704.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,47
48,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4704.0,4802.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,48
49,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4802.0,4900.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,49
50,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4900.0,4998.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,50
51,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,4998.0,5096.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,51
52,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5096.0,5194.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,52
53,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5194.0,5292.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,53
54,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5292.0,5390.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,54
55,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5390.0,5488.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,55
56,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5488.0,5586.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,56
57,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5586.0,5684.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,57
58,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5684.0,5782.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,58
59,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5782.0,5880.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,59
60,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5880.0,5978.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,60
61,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,5978.0,6076.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,61
62,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6076.0,6174.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,62
63,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6174.0,6272.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,63
64,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6272.0,6370.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,64
65,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6370.0,6468.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,65
66,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6468.0,6566.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,66
67,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6566.0,6664.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,67
68,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6664.0,6762.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,68
69,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6762.0,6860.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,69
70,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6860.0,6958.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,70
71,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,6958.0,7056.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,71
72,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,7056.0,7154.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,72
