,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_8,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_8,epoch,start_time,end_time,metric:val_accuracy [0.0; 100.0] (maximize),NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_13,seed,status,config_id,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_9
25,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,dil_conv_3x3,max_pool_3x3,98,2450.0,2548.0,90.648346,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,25,avg_pool_3x3,sep_conv_3x3,dil_conv_3x3
26,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,98,2548.0,2646.0,92.19245,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,26,skip_connect,skip_connect,max_pool_3x3
27,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,dil_conv_3x3,max_pool_3x3,98,2646.0,2744.0,90.51851,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,27,avg_pool_3x3,sep_conv_3x3,sep_conv_5x5
28,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,0_2,0_1,0_3,1_2,2_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,skip_connect,98,2744.0,2842.0,92.64674,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,sep_conv_3x3,sep_conv_3x3,skip_connect,max_pool_3x3,42,success,28,max_pool_3x3,max_pool_3x3,max_pool_3x3
29,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,98,2842.0,2940.0,92.118164,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,29,dil_conv_3x3,dil_conv_3x3,max_pool_3x3
30,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,1_2,1_4,1_2,1_3,1_2,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,98,2940.0,3038.0,92.26057,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,30,dil_conv_3x3,max_pool_3x3,max_pool_3x3
31,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,98,3038.0,3136.0,92.15333,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,31,dil_conv_3x3,sep_conv_3x3,max_pool_3x3
32,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,98,3136.0,3234.0,92.44478,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,32,dil_conv_3x3,sep_conv_3x3,max_pool_3x3
33,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,98,3234.0,3332.0,91.03693,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,33,avg_pool_3x3,dil_conv_5x5,skip_connect
34,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,0_2,0_1,0_3,1_2,2_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,98,3332.0,3430.0,92.65285,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,sep_conv_3x3,sep_conv_3x3,skip_connect,max_pool_3x3,42,success,34,max_pool_3x3,dil_conv_3x3,max_pool_3x3
35,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,98,3430.0,3528.0,90.7757,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,35,avg_pool_3x3,sep_conv_5x5,sep_conv_3x3
36,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,3528.0,3626.0,92.32589,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,36,dil_conv_3x3,dil_conv_5x5,max_pool_3x3
37,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,98,3626.0,3724.0,91.02619,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,37,avg_pool_3x3,dil_conv_5x5,avg_pool_3x3
38,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,1_2,1_4,1_2,1_3,1_2,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,98,3724.0,3822.0,92.38203,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,38,dil_conv_3x3,max_pool_3x3,max_pool_3x3
39,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,0_2,0_1,0_3,1_2,2_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,98,3822.0,3920.0,93.06403,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,sep_conv_5x5,sep_conv_3x3,skip_connect,sep_conv_3x3,42,success,39,max_pool_3x3,dil_conv_3x3,max_pool_3x3
40,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,98,3920.0,4018.0,91.30731,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,40,avg_pool_3x3,dil_conv_5x5,max_pool_3x3
41,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,98,4018.0,4116.0,92.49193,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,41,skip_connect,sep_conv_5x5,max_pool_3x3
42,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,98,4116.0,4214.0,91.2074,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,42,avg_pool_3x3,dil_conv_5x5,max_pool_3x3
43,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,98,4214.0,4312.0,91.1969,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,43,avg_pool_3x3,sep_conv_5x5,skip_connect
44,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,1_2,1_4,1_2,1_3,1_2,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,98,4312.0,4410.0,91.914795,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,44,dil_conv_3x3,max_pool_3x3,max_pool_3x3
45,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,98,4410.0,4508.0,92.63095,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,45,skip_connect,dil_conv_5x5,max_pool_3x3
46,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,98,4508.0,4606.0,91.00651,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,46,avg_pool_3x3,dil_conv_5x5,avg_pool_3x3
47,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,98,4606.0,4704.0,90.92109,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,47,avg_pool_3x3,dil_conv_5x5,sep_conv_3x3
48,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,0_2,0_1,0_3,1_2,2_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,98,4704.0,4802.0,92.84837,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,sep_conv_5x5,sep_conv_3x3,sep_conv_5x5,skip_connect,42,success,48,max_pool_3x3,dil_conv_5x5,max_pool_3x3
49,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,1_2,1_4,1_2,1_3,1_2,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,98,4802.0,4900.0,92.259895,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,49,dil_conv_3x3,max_pool_3x3,max_pool_3x3
50,skip_connect,dil_conv_5x5,dil_conv_3x3,avg_pool_3x3,1_2,0_3,1_3,0_2,0_3,1_2,max_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,98,4900.0,4998.0,92.91382,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,42,success,50,max_pool_3x3,max_pool_3x3,max_pool_3x3
51,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,98,4998.0,5096.0,92.14579,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,51,dil_conv_3x3,dil_conv_3x3,max_pool_3x3
52,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,0_2,0_1,0_3,1_2,2_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,98,5096.0,5194.0,92.54595,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,sep_conv_3x3,sep_conv_3x3,skip_connect,max_pool_3x3,42,success,52,max_pool_3x3,max_pool_3x3,max_pool_3x3
53,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,1_2,1_4,1_2,1_3,1_2,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,98,5194.0,5292.0,91.73949,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,53,dil_conv_5x5,max_pool_3x3,max_pool_3x3
54,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,5292.0,5390.0,92.096214,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,54,sep_conv_3x3,sep_conv_3x3,max_pool_3x3
55,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,1_2,1_4,1_2,1_3,1_2,max_pool_3x3,dil_conv_3x3,skip_connect,skip_connect,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,98,5390.0,5488.0,92.31981,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,55,dil_conv_5x5,max_pool_3x3,max_pool_3x3
56,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,1_2,1_4,1_2,1_3,1_2,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,98,5488.0,5586.0,92.29695,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,56,dil_conv_3x3,max_pool_3x3,max_pool_3x3
57,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,0_2,0_1,0_3,1_2,2_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,98,5586.0,5684.0,92.43563,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,dil_conv_3x3,sep_conv_3x3,dil_conv_5x5,sep_conv_3x3,42,success,57,max_pool_3x3,sep_conv_5x5,max_pool_3x3
58,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,98,5684.0,5782.0,92.36884,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,58,dil_conv_3x3,dil_conv_5x5,max_pool_3x3
59,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,1_2,1_4,1_2,1_3,1_2,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,98,5782.0,5880.0,92.34078,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,59,dil_conv_3x3,max_pool_3x3,max_pool_3x3
60,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,98,5880.0,5978.0,92.61593,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,60,skip_connect,sep_conv_3x3,max_pool_3x3
61,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,98,5978.0,6076.0,92.46633,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,61,dil_conv_3x3,sep_conv_5x5,max_pool_3x3
62,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,skip_connect,1_2,1_2,0_4,1_2,2_3,1_3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,98,6076.0,6174.0,92.61823,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,62,skip_connect,sep_conv_3x3,max_pool_3x3
63,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,0_2,0_1,0_3,1_2,2_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,98,6174.0,6272.0,92.60719,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,sep_conv_3x3,sep_conv_3x3,skip_connect,max_pool_3x3,42,success,63,max_pool_3x3,dil_conv_3x3,max_pool_3x3
64,sep_conv_5x5,sep_conv_5x5,sep_conv_5x5,dil_conv_3x3,1_2,2_3,2_3,1_2,0_2,0_3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,98,6272.0,6370.0,90.92041,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,64,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3
65,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,0_2,0_1,0_3,1_2,2_3,1_4,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,98,6370.0,6468.0,92.649414,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,42,success,65,max_pool_3x3,sep_conv_5x5,max_pool_3x3
