,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_8,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_8,epoch,start_time,end_time,metric:val_accuracy [0.0; 100.0] (maximize),NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_13,seed,status,config_id,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_9
93,avg_pool_3x3,avg_pool_3x3,dil_conv_3x3,skip_connect,0_1,0_1,1_4,0_1,1_2,0_3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,9114.0,9212.0,92.151474,skip_connect,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,2025,success,93,max_pool_3x3,dil_conv_5x5,skip_connect
94,sep_conv_3x3,skip_connect,avg_pool_3x3,sep_conv_5x5,0_1,0_1,0_2,1_2,1_2,1_4,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,98,9212.0,9310.0,93.45896,max_pool_3x3,max_pool_3x3,skip_connect,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,2025,success,94,max_pool_3x3,max_pool_3x3,max_pool_3x3
95,sep_conv_5x5,dil_conv_5x5,sep_conv_5x5,dil_conv_5x5,0_1,1_2,1_4,0_1,0_2,1_4,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,98,9310.0,9408.0,92.88803,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,2025,success,95,sep_conv_5x5,dil_conv_5x5,max_pool_3x3
96,avg_pool_3x3,avg_pool_3x3,sep_conv_5x5,dil_conv_3x3,1_2,2_3,3_4,0_1,0_2,1_4,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,max_pool_3x3,98,9408.0,9506.0,90.59857,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,2025,success,96,dil_conv_5x5,max_pool_3x3,max_pool_3x3
97,avg_pool_3x3,avg_pool_3x3,dil_conv_3x3,skip_connect,0_1,0_1,1_4,0_1,1_2,0_3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,9506.0,9604.0,91.65096,skip_connect,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,2025,success,97,max_pool_3x3,skip_connect,skip_connect
98,avg_pool_3x3,avg_pool_3x3,dil_conv_3x3,skip_connect,0_1,0_1,1_4,0_1,1_2,0_3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,9604.0,9702.0,91.936104,skip_connect,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,2025,success,98,max_pool_3x3,dil_conv_5x5,dil_conv_5x5
99,avg_pool_3x3,avg_pool_3x3,dil_conv_3x3,skip_connect,0_1,0_1,1_4,0_1,1_2,0_3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,9702.0,9800.0,91.76867,skip_connect,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,2025,success,99,max_pool_3x3,dil_conv_3x3,dil_conv_5x5
100,sep_conv_3x3,skip_connect,avg_pool_3x3,sep_conv_5x5,0_1,0_1,0_2,1_2,1_2,1_4,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,98,9800.0,9898.0,93.329895,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,avg_pool_3x3,max_pool_3x3,2025,success,100,max_pool_3x3,dil_conv_5x5,max_pool_3x3
101,avg_pool_3x3,avg_pool_3x3,dil_conv_3x3,skip_connect,0_1,0_1,1_4,0_1,1_2,0_3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,9898.0,9996.0,92.05311,skip_connect,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,2025,success,101,max_pool_3x3,sep_conv_3x3,dil_conv_5x5
0,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,0_1,0_3,1_3,0_1,0_3,0_4,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,skip_connect,98,0.0,98.0,93.22279,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,dil_conv_3x3,sep_conv_5x5,4321,success,0,max_pool_3x3,max_pool_3x3,dil_conv_3x3
1,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,1_2,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,98.0,196.0,91.9606,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,max_pool_3x3,4321,success,1,max_pool_3x3,max_pool_3x3,max_pool_3x3
2,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,196.0,294.0,92.408615,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,2,max_pool_3x3,max_pool_3x3,sep_conv_3x3
3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,0_1,0_3,1_3,0_1,0_3,0_4,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,skip_connect,98,294.0,392.0,92.574196,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,dil_conv_3x3,skip_connect,4321,success,3,max_pool_3x3,max_pool_3x3,max_pool_3x3
4,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,0_1,0_3,1_3,0_1,0_3,0_4,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,98,392.0,490.0,92.68287,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,skip_connect,4321,success,4,max_pool_3x3,max_pool_3x3,avg_pool_3x3
5,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,1_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,490.0,588.0,92.33444,max_pool_3x3,max_pool_3x3,avg_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,5,dil_conv_5x5,max_pool_3x3,max_pool_3x3
6,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_5x5,98,588.0,686.0,92.12652,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,6,skip_connect,max_pool_3x3,dil_conv_3x3
7,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,686.0,784.0,92.03956,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,7,skip_connect,max_pool_3x3,avg_pool_3x3
8,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,0_1,0_3,1_3,0_1,0_3,0_4,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,skip_connect,98,784.0,882.0,93.19179,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,dil_conv_3x3,sep_conv_5x5,4321,success,8,max_pool_3x3,max_pool_3x3,max_pool_3x3
9,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,98,882.0,980.0,92.81737,dil_conv_3x3,dil_conv_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,9,max_pool_3x3,max_pool_3x3,sep_conv_3x3
10,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,980.0,1078.0,92.27413,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,10,max_pool_3x3,max_pool_3x3,skip_connect
11,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,98,1078.0,1176.0,92.03539,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,11,skip_connect,max_pool_3x3,sep_conv_5x5
12,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,0_1,0_3,1_3,0_1,0_3,0_4,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,98,1176.0,1274.0,93.07073,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,skip_connect,avg_pool_3x3,4321,success,12,max_pool_3x3,max_pool_3x3,dil_conv_5x5
13,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,1274.0,1372.0,92.24185,max_pool_3x3,skip_connect,avg_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,13,skip_connect,max_pool_3x3,max_pool_3x3
14,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,1_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,1372.0,1470.0,92.6978,max_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,14,dil_conv_5x5,max_pool_3x3,max_pool_3x3
15,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,1470.0,1568.0,92.09453,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,15,dil_conv_3x3,max_pool_3x3,dil_conv_3x3
16,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,98,1568.0,1666.0,92.08757,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,16,skip_connect,max_pool_3x3,dil_conv_3x3
17,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,0_1,0_3,1_3,0_1,0_3,0_4,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,98,1666.0,1764.0,93.31257,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,dil_conv_3x3,sep_conv_5x5,4321,success,17,max_pool_3x3,max_pool_3x3,sep_conv_5x5
18,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,0_1,0_3,1_3,0_1,0_3,0_4,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,98,1764.0,1862.0,93.24739,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,sep_conv_5x5,dil_conv_3x3,dil_conv_5x5,4321,success,18,max_pool_3x3,max_pool_3x3,dil_conv_3x3
19,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,98,1862.0,1960.0,92.567795,dil_conv_3x3,sep_conv_5x5,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,19,max_pool_3x3,max_pool_3x3,dil_conv_5x5
20,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,1960.0,2058.0,92.1213,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,20,skip_connect,max_pool_3x3,avg_pool_3x3
21,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,0_1,0_3,1_3,0_1,0_3,0_4,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_5x5,skip_connect,98,2058.0,2156.0,92.703354,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_5x5,dil_conv_3x3,skip_connect,4321,success,21,max_pool_3x3,max_pool_3x3,avg_pool_3x3
22,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,98,2156.0,2254.0,92.605644,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,22,max_pool_3x3,max_pool_3x3,avg_pool_3x3
23,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,98,2254.0,2352.0,92.96856,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,23,max_pool_3x3,max_pool_3x3,sep_conv_3x3
24,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,2352.0,2450.0,92.178444,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,24,dil_conv_3x3,max_pool_3x3,sep_conv_5x5
25,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,98,2450.0,2548.0,92.92214,dil_conv_3x3,dil_conv_3x3,skip_connect,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,25,max_pool_3x3,max_pool_3x3,avg_pool_3x3
26,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,2548.0,2646.0,92.30461,dil_conv_3x3,dil_conv_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,26,max_pool_3x3,max_pool_3x3,max_pool_3x3
27,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,1_2,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,98,2646.0,2744.0,92.01205,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,4321,success,27,max_pool_3x3,max_pool_3x3,max_pool_3x3
28,sep_conv_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_3x3,0_2,2_3,2_3,0_1,1_3,0_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,98,2744.0,2842.0,91.67554,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,4321,success,28,dil_conv_3x3,max_pool_3x3,dil_conv_5x5
29,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,2842.0,2940.0,92.48981,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,29,max_pool_3x3,max_pool_3x3,sep_conv_3x3
30,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,98,2940.0,3038.0,92.26067,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,30,max_pool_3x3,max_pool_3x3,sep_conv_3x3
31,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,0_1,0_2,1_2,1_2,1_3,0_3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,3038.0,3136.0,92.191795,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,max_pool_3x3,4321,success,31,max_pool_3x3,max_pool_3x3,sep_conv_3x3
