,alpha,booster,lambda,nrounds,num.impute.selected.cpo,subsample,colsample_bylevel,colsample_bytree,eta,gamma,max_depth,min_child_weight,rate_drop,skip_drop,trainsize,repl,start_time,end_time,metric:acc [0.0; 1.0] (maximize),seed,status,config_id
20,0.0009118819655545162,dart,1096.6331584284585,7,impute.mean,0.1,1.0,1.0,0.0009118819655545162,4.5399929762484854e-05,1.0,148.4131591025766,1.0,1.0,1.0,10,666.6666666666667,700.0000000000001,0.09397674,0,success,20
21,0.0009118819655545162,dart,0.0009118819655545162,7,impute.median,1.0,0.01,0.01,0.0009118819655545162,4.5399929762484854e-05,1.0,2.718281828459045,0.0,0.0,1.0,10,700.0000000000001,733.3333333333335,0.57301533,0,success,21
22,1096.6331584284585,dart,0.0009118819655545162,7,impute.median,0.1,1.0,0.01,1.0,7.38905609893065,1.0,2.718281828459045,1.0,1.0,1.0,10,733.3333333333335,766.6666666666669,0.094969235,0,success,22
23,0.0009118819655545162,dart,1096.6331584284585,2981,impute.hist,1.0,1.0,1.0,0.0009118819655545162,4.5399929762484854e-05,1.0,2.718281828459045,1.0,1.0,1.0,10,766.6666666666669,800.0000000000002,0.8961634,0,success,23
24,0.0009118819655545162,dart,1096.6331584284585,2981,impute.median,0.1,1.0,0.01,1.0,7.38905609893065,15.0,2.718281828459045,1.0,1.0,1.0,10,800.0000000000002,833.3333333333336,0.35607097,0,success,24
25,1096.6331584284585,gbtree,1096.6331584284585,2981,impute.hist,0.1,0.01,0.01,0.0009118819655545162,7.38905609893065,1.0,148.4131591025766,0.5,0.5,1.0,10,833.3333333333336,866.666666666667,0.083595484,0,success,25
26,0.0009118819655545162,dart,1096.6331584284585,2981,impute.hist,0.1,0.01,0.01,1.0,7.38905609893065,1.0,2.718281828459045,0.0,1.0,1.0,10,866.666666666667,900.0000000000003,0.07584689,0,success,26
27,0.0009118819655545162,dart,1096.6331584284585,2981,impute.hist,0.1,0.01,0.01,0.0009118819655545162,4.5399929762484854e-05,15.0,148.4131591025766,0.0,0.0,1.0,10,900.0000000000003,933.3333333333337,0.10280028,0,success,27
28,1096.6331584284585,dart,0.0009118819655545162,7,impute.hist,1.0,1.0,0.01,1.0,4.5399929762484854e-05,1.0,148.4131591025766,0.0,1.0,1.0,10,933.3333333333337,966.6666666666671,0.089031585,0,success,28
29,0.0009118819655545162,gbtree,1096.6331584284585,2981,impute.hist,1.0,1.0,0.01,1.0,7.38905609893065,1.0,2.718281828459045,0.5,0.5,1.0,10,966.6666666666671,1000.0000000000005,0.5610936,0,success,29
30,0.0009118819655545162,dart,1096.6331584284585,2981,impute.mean,1.0,1.0,1.0,1.0,7.38905609893065,1.0,2.718281828459045,0.0,0.0,1.0,10,1000.0000000000005,1033.3333333333337,0.78498685,0,success,30
31,1096.6331584284585,dart,0.0009118819655545162,2981,impute.hist,1.0,0.01,1.0,1.0,4.5399929762484854e-05,15.0,148.4131591025766,1.0,0.0,1.0,10,1033.3333333333337,1066.666666666667,0.8419608,0,success,31
32,0.0009118819655545162,dart,1096.6331584284585,2981,impute.hist,0.1,0.01,0.01,1.0,7.38905609893065,1.0,2.718281828459045,0.0,0.0,1.0,10,1066.666666666667,1100.0000000000002,0.116963975,0,success,32
33,1096.6331584284585,dart,0.0009118819655545162,7,impute.hist,1.0,1.0,1.0,1.0,7.38905609893065,1.0,148.4131591025766,1.0,1.0,1.0,10,1100.0000000000002,1133.3333333333335,0.09050679,0,success,33
34,0.0009118819655545162,dart,1096.6331584284585,2981,impute.mean,0.1,0.01,0.01,1.0,4.5399929762484854e-05,1.0,148.4131591025766,1.0,0.0,1.0,10,1133.3333333333335,1166.6666666666667,0.94667083,0,success,34
35,1096.6331584284585,dart,0.0009118819655545162,2981,impute.mean,1.0,0.01,0.01,0.0009118819655545162,4.5399929762484854e-05,15.0,2.718281828459045,1.0,1.0,1.0,10,1166.6666666666667,1200.0,0.292013,0,success,35
36,1096.6331584284585,gbtree,0.0009118819655545162,2981,impute.hist,0.1,1.0,1.0,0.0009118819655545162,4.5399929762484854e-05,1.0,148.4131591025766,0.5,0.5,1.0,10,1200.0,1233.3333333333333,0.089219935,0,success,36
37,0.0009118819655545162,dart,1096.6331584284585,2981,impute.hist,1.0,0.01,1.0,1.0,7.38905609893065,15.0,148.4131591025766,1.0,0.0,1.0,10,1233.3333333333333,1266.6666666666665,0.9807667,0,success,37
38,1096.6331584284585,dart,0.0009118819655545162,7,impute.median,0.1,1.0,0.01,1.0,7.38905609893065,1.0,148.4131591025766,1.0,1.0,1.0,10,1266.6666666666665,1299.9999999999998,0.08064009,0,success,38
39,0.0009118819655545162,dart,1096.6331584284585,2981,impute.hist,0.1,0.01,0.01,1.0,7.38905609893065,1.0,148.4131591025766,0.0,1.0,1.0,10,1299.9999999999998,1333.333333333333,0.08096158,0,success,39
40,0.0009118819655545162,dart,0.0009118819655545162,7,impute.hist,1.0,0.01,0.01,0.0009118819655545162,4.5399929762484854e-05,1.0,148.4131591025766,1.0,1.0,1.0,10,1333.333333333333,1366.6666666666663,0.1983838,0,success,40
41,0.0009118819655545162,dart,0.0009118819655545162,2981,impute.hist,0.1,1.0,0.01,0.0009118819655545162,4.5399929762484854e-05,15.0,2.718281828459045,1.0,1.0,1.0,10,1366.6666666666663,1399.9999999999995,0.9197789,0,success,41
