,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_8,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_13,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_0,NetworkSelectorDatasetInfo_COLON_darts_COLON_inputs_node_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_1,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_2,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_8,epoch,start_time,end_time,metric:val_accuracy [0.0; 100.0] (maximize),NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_5,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_9,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_10,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_4,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_12,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_6,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_7,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_normal_11,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_3,NetworkSelectorDatasetInfo_COLON_darts_COLON_edge_reduce_11,seed,status,config_id
2,sep_conv_5x5,0_2,dil_conv_3x3,0_2,2_4,max_pool_3x3,1_2,1_3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,0_1,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,98,196.0,294.0,92.986145,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,42,success,2
3,sep_conv_3x3,1_4,max_pool_3x3,1_2,1_3,dil_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,skip_connect,0_1,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,98,294.0,392.0,93.324715,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,3
4,dil_conv_3x3,0_2,dil_conv_5x5,1_2,3_4,avg_pool_3x3,0_2,1_3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,0_1,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,skip_connect,max_pool_3x3,98,392.0,490.0,92.402626,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,42,success,4
5,skip_connect,3_4,skip_connect,2_3,1_2,max_pool_3x3,1_2,0_3,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,1_2,avg_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,98,490.0,588.0,91.546776,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,5
6,max_pool_3x3,1_2,sep_conv_5x5,0_2,2_3,max_pool_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,1_2,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,98,588.0,686.0,92.891235,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,sep_conv_5x5,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,42,success,6
7,dil_conv_3x3,0_2,skip_connect,2_3,3_4,max_pool_3x3,0_2,0_3,skip_connect,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0_1,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,98,686.0,784.0,92.016396,max_pool_3x3,max_pool_3x3,skip_connect,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,42,success,7
8,sep_conv_5x5,1_2,sep_conv_3x3,2_3,0_2,max_pool_3x3,0_2,1_2,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,sep_conv_3x3,0_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,784.0,882.0,92.39167,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,42,success,8
9,sep_conv_3x3,0_2,skip_connect,1_2,0_4,max_pool_3x3,0_2,1_3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,1_2,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,skip_connect,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,98,882.0,980.0,91.66365,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,42,success,9
10,dil_conv_5x5,0_2,sep_conv_3x3,0_3,0_4,max_pool_3x3,1_2,0_3,sep_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,1_2,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,98,980.0,1078.0,91.651535,max_pool_3x3,skip_connect,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,dil_conv_5x5,42,success,10
11,max_pool_3x3,0_1,dil_conv_3x3,2_3,0_2,max_pool_3x3,1_2,0_2,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,0_1,avg_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,skip_connect,sep_conv_3x3,max_pool_3x3,98,1078.0,1176.0,93.14269,max_pool_3x3,dil_conv_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_3x3,max_pool_3x3,42,success,11
12,dil_conv_3x3,0_1,dil_conv_3x3,0_1,2_3,max_pool_3x3,0_2,0_1,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,0_2,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,max_pool_3x3,98,1176.0,1274.0,92.70616,dil_conv_3x3,max_pool_3x3,skip_connect,sep_conv_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,42,success,12
13,skip_connect,3_4,dil_conv_5x5,0_3,0_1,max_pool_3x3,0_2,0_1,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,0_2,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,dil_conv_5x5,max_pool_3x3,98,1274.0,1372.0,92.65905,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,13
14,dil_conv_3x3,1_4,dil_conv_5x5,2_3,2_3,max_pool_3x3,0_2,0_2,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,skip_connect,0_1,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,98,1372.0,1470.0,92.70485,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,14
15,dil_conv_5x5,2_3,dil_conv_3x3,1_3,3_4,max_pool_3x3,1_2,0_1,sep_conv_3x3,skip_connect,avg_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,0_1,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,98,1470.0,1568.0,92.91161,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,avg_pool_3x3,42,success,15
16,dil_conv_3x3,0_4,dil_conv_3x3,0_2,3_4,max_pool_3x3,1_2,2_3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_3x3,0_1,dil_conv_5x5,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,dil_conv_5x5,98,1568.0,1666.0,92.674416,sep_conv_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,42,success,16
17,avg_pool_3x3,0_1,max_pool_3x3,0_3,3_4,max_pool_3x3,1_2,0_1,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,1_2,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,98,1666.0,1764.0,91.99954,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,42,success,17
18,skip_connect,2_4,sep_conv_5x5,1_3,1_4,sep_conv_5x5,0_2,1_3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,1_2,dil_conv_5x5,dil_conv_3x3,sep_conv_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,sep_conv_5x5,98,1764.0,1862.0,92.41253,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,42,success,18
19,avg_pool_3x3,0_3,max_pool_3x3,0_1,1_2,avg_pool_3x3,0_2,1_2,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,skip_connect,sep_conv_3x3,0_2,dil_conv_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,98,1862.0,1960.0,93.02475,sep_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,19
20,dil_conv_3x3,3_4,sep_conv_5x5,2_3,2_4,max_pool_3x3,0_2,1_3,skip_connect,sep_conv_3x3,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,0_2,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,sep_conv_5x5,max_pool_3x3,98,1960.0,2058.0,92.11211,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,sep_conv_3x3,sep_conv_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,42,success,20
21,avg_pool_3x3,2_3,max_pool_3x3,0_2,1_3,max_pool_3x3,0_2,2_3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,0_1,sep_conv_5x5,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,98,2058.0,2156.0,92.4742,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,42,success,21
22,dil_conv_5x5,3_4,avg_pool_3x3,1_3,1_2,sep_conv_5x5,0_2,1_3,dil_conv_5x5,max_pool_3x3,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,max_pool_3x3,0_1,dil_conv_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,avg_pool_3x3,98,2156.0,2254.0,92.609634,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,42,success,22
23,max_pool_3x3,1_3,max_pool_3x3,1_2,1_2,sep_conv_3x3,1_2,1_2,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,0_2,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,2254.0,2352.0,92.1122,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_5x5,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,42,success,23
24,dil_conv_3x3,0_1,sep_conv_3x3,1_2,2_3,skip_connect,1_2,1_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,0_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,skip_connect,98,2352.0,2450.0,92.97916,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,sep_conv_5x5,skip_connect,sep_conv_5x5,avg_pool_3x3,dil_conv_3x3,avg_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,24
25,skip_connect,0_2,dil_conv_5x5,0_1,0_1,sep_conv_3x3,0_2,1_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,0_2,dil_conv_5x5,dil_conv_5x5,max_pool_3x3,skip_connect,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,98,2450.0,2548.0,92.62225,dil_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,42,success,25
26,sep_conv_5x5,3_4,max_pool_3x3,1_3,2_4,dil_conv_5x5,0_2,0_1,avg_pool_3x3,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,0_2,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,max_pool_3x3,98,2548.0,2646.0,92.4804,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,26
27,max_pool_3x3,0_3,avg_pool_3x3,0_3,0_2,max_pool_3x3,1_2,1_3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_5x5,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,98,2646.0,2744.0,91.64559,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,42,success,27
28,max_pool_3x3,1_2,avg_pool_3x3,0_1,0_2,sep_conv_3x3,0_2,1_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,0_2,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,dil_conv_3x3,max_pool_3x3,avg_pool_3x3,98,2744.0,2842.0,92.3397,sep_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,28
29,max_pool_3x3,2_3,avg_pool_3x3,0_3,3_4,max_pool_3x3,0_2,1_2,dil_conv_3x3,sep_conv_5x5,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,1_2,sep_conv_3x3,max_pool_3x3,skip_connect,skip_connect,sep_conv_5x5,max_pool_3x3,max_pool_3x3,98,2842.0,2940.0,92.6101,sep_conv_5x5,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,42,success,29
30,max_pool_3x3,0_4,sep_conv_5x5,0_3,2_3,max_pool_3x3,0_2,1_2,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,1_2,sep_conv_5x5,max_pool_3x3,sep_conv_5x5,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,98,2940.0,3038.0,92.89781,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,skip_connect,dil_conv_3x3,skip_connect,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,42,success,30
31,sep_conv_3x3,1_2,avg_pool_3x3,0_2,0_1,max_pool_3x3,0_2,1_2,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,sep_conv_5x5,0_2,sep_conv_5x5,skip_connect,max_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,max_pool_3x3,98,3038.0,3136.0,93.56199,sep_conv_5x5,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,42,success,31
32,sep_conv_3x3,1_4,sep_conv_3x3,0_3,3_4,max_pool_3x3,1_2,1_3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_3x3,1_2,sep_conv_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,98,3136.0,3234.0,92.18691,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,dil_conv_3x3,dil_conv_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,42,success,32
33,skip_connect,1_2,max_pool_3x3,0_1,0_1,dil_conv_5x5,1_2,1_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,0_2,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,98,3234.0,3332.0,92.22932,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_5x5,avg_pool_3x3,42,success,33
34,sep_conv_3x3,2_4,sep_conv_5x5,2_3,1_2,max_pool_3x3,0_2,1_3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,0_2,skip_connect,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,skip_connect,98,3332.0,3430.0,92.55894,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_5x5,42,success,34
35,dil_conv_3x3,1_4,avg_pool_3x3,1_3,2_3,skip_connect,1_2,1_2,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_5x5,avg_pool_3x3,sep_conv_3x3,0_2,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_3x3,max_pool_3x3,98,3430.0,3528.0,92.255714,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,dil_conv_5x5,dil_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,max_pool_3x3,42,success,35
36,dil_conv_5x5,1_3,avg_pool_3x3,2_3,2_4,max_pool_3x3,1_2,1_2,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,max_pool_3x3,skip_connect,skip_connect,0_1,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,max_pool_3x3,98,3528.0,3626.0,92.765976,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,max_pool_3x3,42,success,36
37,dil_conv_3x3,2_4,dil_conv_3x3,1_2,1_3,sep_conv_5x5,0_2,1_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_3x3,0_2,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_5x5,dil_conv_3x3,skip_connect,98,3626.0,3724.0,92.4903,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_5x5,42,success,37
38,sep_conv_3x3,2_3,sep_conv_5x5,2_3,0_4,max_pool_3x3,0_2,0_3,dil_conv_5x5,skip_connect,sep_conv_5x5,max_pool_3x3,max_pool_3x3,skip_connect,0_2,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,98,3724.0,3822.0,92.90071,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,dil_conv_3x3,42,success,38
39,sep_conv_5x5,1_3,max_pool_3x3,0_3,0_3,max_pool_3x3,1_2,1_2,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,max_pool_3x3,dil_conv_3x3,sep_conv_3x3,1_2,dil_conv_3x3,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,98,3822.0,3920.0,91.94092,avg_pool_3x3,sep_conv_5x5,max_pool_3x3,max_pool_3x3,sep_conv_3x3,avg_pool_3x3,dil_conv_5x5,sep_conv_5x5,max_pool_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,42,success,39
40,max_pool_3x3,3_4,avg_pool_3x3,0_2,2_4,max_pool_3x3,1_2,1_3,max_pool_3x3,skip_connect,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,0_1,sep_conv_3x3,max_pool_3x3,dil_conv_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_5x5,dil_conv_5x5,98,3920.0,4018.0,92.96344,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_5x5,dil_conv_5x5,dil_conv_5x5,sep_conv_3x3,max_pool_3x3,42,success,40
41,skip_connect,3_4,avg_pool_3x3,0_3,0_1,max_pool_3x3,0_2,0_1,avg_pool_3x3,max_pool_3x3,sep_conv_3x3,dil_conv_3x3,max_pool_3x3,dil_conv_5x5,0_2,dil_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,dil_conv_5x5,max_pool_3x3,98,4018.0,4116.0,91.68837,dil_conv_3x3,avg_pool_3x3,avg_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,sep_conv_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,42,success,41
42,skip_connect,0_2,dil_conv_5x5,1_3,2_3,sep_conv_5x5,0_2,1_3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,max_pool_3x3,skip_connect,1_2,skip_connect,max_pool_3x3,max_pool_3x3,dil_conv_5x5,max_pool_3x3,max_pool_3x3,avg_pool_3x3,98,4116.0,4214.0,92.772125,max_pool_3x3,max_pool_3x3,max_pool_3x3,avg_pool_3x3,max_pool_3x3,dil_conv_5x5,dil_conv_3x3,dil_conv_5x5,max_pool_3x3,sep_conv_5x5,max_pool_3x3,dil_conv_3x3,42,success,42
